null,resp_time,location,number
1,2013-03-24 10:37:06,,
"43.70633605,-72.28701846",2013-03-24 10:37:07,,
"43.70633605,-72.28701846",2013-03-24 09:53:32,,
1,2013-03-24 10:45:05,,
1,2013-03-24 10:37:09,,
,2013-03-31 06:52:15,"43.70705776482245,-72.29079078809796",4.0
,2013-03-29 06:00:55,"43.70716131206944,-72.29069298796604",2.0
,2013-03-28 22:48:39,"43.70660906218045,-72.28850320131149",3.0
,2013-03-29 22:04:50,"43.70267879651378,-72.29108858322432",2.0
,2013-03-30 06:12:58,"43.70714923611114,-72.2907766105146",3.0
,2013-04-01 06:33:47,"43.70709124872432,-72.29070399484226",4.0
,2013-04-03 22:09:57,"43.703158651028865,-72.2870008394822",3.0
,2013-04-04 04:01:28,"43.707160898813775,-72.29070505330372",3.0
,2013-04-04 22:04:06,"43.707100069217596,-72.29064611462705",4.0
,2013-04-05 04:10:49,"43.70602807141132,-72.28961758062928",3.0
,2013-04-06 02:08:07,"43.47757182567488,-72.10256690864196",4.0
,2013-04-08 07:44:57,"43.707128974835264,-72.29069696738179",3.0
,2013-04-10 20:00:36,"43.70321966184834,-72.2876130893634",3.0
,2013-04-11 20:00:16,"43.707152921972195,-72.28990023480135",3.0
,2013-04-12 20:28:53,Unknown,3.0
,2013-04-13 20:00:44,"43.707040367006044,-72.29090060653363",3.0
,2013-04-14 20:02:30,"43.706990801600554,-72.29083031513625",5.0
,2013-04-18 04:40:35,"43.70143796257927,-72.28840592331314",3.0
,2013-04-23 06:00:26,"43.70328375766367,-72.29034840992854",4.0
,2013-05-10 07:53:42,"43.70710055266189,-72.29069788063012",4.0
,2013-05-09 07:51:02,Unknown,3.0
,2013-05-13 02:53:33,"43.64085192959396,-72.2207083033798",4.0
,2013-05-07 06:03:27,"43.705985547631826,-72.2890841770398",4.0
,2013-05-05 06:02:30,"43.70311076889067,-72.29034101735787",4.0
,2013-05-04 21:04:31,"43.707145329987014,-72.29043743098563",4.0
,2013-05-11 06:00:43,"42.29421807481455,-71.30431207650626",3.0
,2013-05-18 06:34:03,"43.7071803391446,-72.29073719551904",4.0
,2013-05-24 06:26:58,"43.70536949189704,-72.2894110901644",3.0
,2013-05-30 02:05:47,"43.70722431435143,-72.29087450123586",4.0
,2013-05-25 06:03:22,"43.70718961158385,-72.29064125113423",4.0
,2013-05-27 02:19:01,"43.70482673868034,-72.29528006827621",3.0
,2013-05-27 00:59:04,"43.70730262660705,-72.29076807376563",4.0
,2013-05-31 07:52:50,"43.707175423533876,-72.29072460503018",3.0
