null,resp_time,course_id,due,experience,hours,location
7,2013-03-24 10:37:23,,,,,
1,2013-03-24 10:37:34,,,,,
"43.70499676,-72.28851178",2013-03-24 10:37:32,,,,,
4,2013-03-24 09:52:09,,,,,
1,2013-03-24 10:42:56,,,,,
,2013-03-27 23:19:32,COSC 065,2.0,3.0,2.0,"43.70612113,-72.28723353"
,2013-03-29 00:00:24,cs 20,2.0,1.0,1.0,"43.70585573,-72.28782999"
,2013-03-29 19:02:02,cs65,2.0,1.0,1.0,"43.70509271,-72.28680761"
,2013-03-30 00:08:36,cs 65,2.0,1.0,1.0,"43.70468907,-72.28757152"
,2013-04-01 20:03:43,vs 65,1.0,2.0,7.0,"43.70695164,-72.28693335"
,2013-04-02 01:50:09,cs 27,1.0,1.0,6.0,"43.70589684,-72.28776778"
,2013-04-03 00:21:56,cs 20,1.0,1.0,5.0,"43.70481251,-72.28700429"
,2013-04-04 02:03:04,cs 20,2.0,1.0,2.0,"43.70586941,-72.2877982"
,2013-04-03 22:01:34,cs 65,2.0,2.0,1.0,"43.7049256,-72.28632081"
,2013-04-05 01:35:44,cs 27,2.0,1.0,3.0,"43.70645868,-72.28793942"
,2013-04-05 01:35:24,cs 20,2.0,1.0,3.0,"43.70645868,-72.28793942"
,2013-04-05 01:34:42,cs 65,2.0,1.0,3.0,"43.70645868,-72.28793942"
,2013-04-06 01:21:24,cs 65,2.0,3.0,1.0,"43.70491826,-72.28692692"
,2013-04-09 02:52:43,cs 65,1.0,1.0,5.0,"43.70477259,-72.28698419"
,2013-04-09 02:52:58,cs 27,1.0,1.0,5.0,"43.70477259,-72.28698419"
,2013-04-10 02:06:38,cs20,1.0,2.0,9.0,"43.70590328,-72.28775889"
,2013-04-10 21:04:07,cs65,2.0,4.0,1.0,"43.70498939,-72.28699053"
,2013-04-11 22:48:09,cs65,2.0,2.0,2.0,"43.70511041,-72.28702345"
,2013-04-13 00:00:16,cs65,2.0,1.0,2.0,"43.70460577,-72.28671025"
,2013-04-17 00:31:02,cs 20,1.0,2.0,5.0,"43.70592555,-72.28768582"
,2013-04-15 20:55:24,cs65,1.0,2.0,9.0,"43.70545641,-72.28669002"
,2013-04-16 00:48:44,cs65,1.0,3.0,7.0,"43.70600151,-72.28720407"
,2013-04-18 00:50:01,cs 65,2.0,1.0,2.0,"43.70479742,-72.28842704"
