null,resp_time,course_id,due,experience,hours,location
ygf,2013-03-24 10:39:37,,,,,
1,2013-03-24 10:39:35,,,,,
"43.70641659,-72.28705486",2013-03-24 09:50:12,,,,,
1,2013-03-24 10:39:38,,,,,
tj jut,2013-03-24 10:43:21,,,,,
,2013-04-02 20:54:55,cs70,2.0,3.0,3.0,Unknown
,2013-04-10 03:45:47,"cs170
",1.0,1.0,1.0,Unknown
,2013-04-10 04:24:43,,2.0,1.0,1.0,"43.70657715,-72.28645985"
,2013-04-10 03:45:44,,2.0,1.0,1.0,"43.70657715,-72.28645985"
,2013-04-10 04:24:45,"cs170
",1.0,1.0,1.0,Unknown
,2013-04-13 06:05:01,,2.0,1.0,1.0,"43.65161386,-72.31003509"
,2013-04-16 04:21:11,,2.0,1.0,1.0,"43.7008617,-72.28950786"
,2013-04-25 20:32:13,,2.0,1.0,1.0,"43.70691563,-72.28615388"
