null,resp_time,course_id,due,experience,hours,location
"43.70633605,-72.28701846",2013-03-24 10:37:07,,,,,
y,2013-03-24 10:37:08,,,,,
1,2013-03-24 10:44:47,,,,,
1,2013-03-24 09:53:20,,,,,
1,2013-03-24 10:37:05,,,,,
,2013-03-29 00:23:18,CS65,2.0,3.0,1.0,"43.70660906218045,-72.28850320131149"
,2013-03-28 22:49:24,LAT3,2.0,3.0,5.0,"43.70660906218045,-72.28850320131149"
,2013-03-29 22:03:14,MATH13,1.0,2.0,6.0,"43.70293765941701,-72.29087519854266"
,2013-03-29 22:02:41,LAT3,1.0,3.0,3.0,"43.70280622511184,-72.29096898523272"
,2013-03-29 22:01:58,CS65,2.0,2.0,1.0,"43.70283528839602,-72.29096080666464"
,2013-04-02 01:19:14,LAT3,1.0,2.0,5.0,"43.70705260374322,-72.2906467517123"
,2013-04-02 18:53:55,LAT3,2.0,3.0,5.0,"43.70338315129848,-72.2868059778217"
,2013-04-03 22:09:23,LAT3,2.0,3.0,1.0,"43.703158651028865,-72.2870008394822"
,2013-04-03 22:10:16,MATH13,1.0,2.0,5.0,"43.703158651028865,-72.2870008394822"
,2013-04-04 02:06:08,CS65,2.0,3.0,2.0,"43.707160898813775,-72.29070505330372"
,2013-04-04 22:03:06,CS65,2.0,2.0,6.0,"43.70713543339236,-72.29082214369375"
,2013-04-04 22:02:42, LAT3,1.0,3.0,5.0,"43.70719136531615,-72.29074030026922"
,2013-04-05 22:00:32,LAT3,1.0,2.0,3.0,"43.70725334083059,-72.29087305855974"
,2013-04-05 22:01:08,MATH13,1.0,2.0,4.0,"43.70710791156842,-72.29068312334456"
,2013-04-05 22:00:51,CS65,2.0,2.0,5.0,"43.70712420776659,-72.2906110276771"
,2013-04-09 08:10:11,LAT3,1.0,3.0,4.0,"43.70722381420843,-72.29064740417755"
,2013-04-09 08:11:24,CS65,1.0,3.0,2.0,"43.70726286397128,-72.29063822859308"
,2013-04-09 08:10:37,MATH13,1.0,2.0,6.0,"43.7074620579643,-72.29076688528187"
,2013-04-13 06:01:53,MATH13,1.0,3.0,6.0,Unknown
,2013-04-09 18:02:03,LAT3,1.0,3.0,2.0,"43.70714428609825,-72.29067048599494"
,2013-04-18 19:54:40, LAT3,1.0,3.0,2.0,"43.707213470222484,-72.28713826226519"
,2013-04-11 06:22:48,CS65,2.0,3.0,7.0,"43.70715385770251,-72.29076242667945"
,2013-04-11 06:21:21,LAT3,1.0,3.0,2.0,"43.70706705124463,-72.29070750176079"
,2013-04-11 06:23:31,MATH13,1.0,2.0,4.0,"43.70723751657178,-72.29072506094067"
,2013-04-16 17:58:51,LAT3,2.0,3.0,1.0,"43.70704576843117,-72.2907161716925"
,2013-04-12 06:01:43,LAT3,1.0,1.0,5.0,"43.707113189278324,-72.29073405134399"
,2013-04-12 06:02:17,CS65,2.0,2.0,5.0,"43.70706589616339,-72.29079248902232"
,2013-04-13 06:01:11,LAT3,1.0,3.0,3.0,Unknown
,2013-04-13 06:01:36,CS65,2.0,2.0,5.0,Unknown
,2013-04-18 04:39:20,CS65,2.0,3.0,1.0,"43.701492057042024,-72.28820054512535"
,2013-04-16 00:48:43,LAT3,1.0,2.0,5.0,"43.70716493150137,-72.29065271916699"
,2013-04-16 00:51:07,MATH13,1.0,3.0,6.0,"43.70686273087724,-72.28753449372527"
,2013-04-16 00:50:46,CS65,1.0,2.0,6.0,"43.70744869103676,-72.28705035195861"
,2013-04-18 04:38:56,LAT3,1.0,1.0,2.0,"43.70148630287334,-72.2880724945123"
,2013-04-18 04:39:51,MATH13,1.0,3.0,5.0,"43.70143796257927,-72.28840592331314"
,2013-04-20 19:18:32,MATH13,1.0,2.0,3.0,"43.707213301259905,-72.29063432924677"
,2013-04-20 19:17:43,LAT3,1.0,2.0,3.0,"43.707239025812086,-72.29067326733173"
,2013-04-20 19:18:10,CS65,2.0,2.0,4.0,"43.70724205779823,-72.29062358405594"
,2013-04-24 00:02:03, LAT3,1.0,1.0,2.0,"43.7028007679431,-72.29029717109633"
,2013-05-02 05:01:13,MATH13,1.0,2.0,6.0,"43.701556132099654,-72.28796998806963"
,2013-05-02 05:01:30,CS65,2.0,2.0,1.0,"43.70151524499508,-72.28789150252283"
,2013-05-09 07:55:24,MATH13,1.0,3.0,5.0,"43.70717613391768,-72.29083943919815"
,2013-05-13 19:09:34,LAT3,1.0,2.0,2.0,"43.70377306642512,-72.28776140116048"
,2013-05-13 19:09:53,CS65,1.0,2.0,3.0,"43.70377306642512,-72.28776140116048"
,2013-05-09 07:52:34,LAT3,2.0,3.0,1.0,"43.707135694363494,-72.29050824544824"
,2013-05-15 22:22:16,LAT3,1.0,3.0,2.0,Unknown
,2013-05-07 06:00:28,LAT3,1.0,2.0,5.0,"43.70629160569078,-72.28882086692587"
,2013-05-10 20:08:27,LAT3,1.0,3.0,2.0,"43.70578575320415,-72.28875349174373"
,2013-05-07 06:01:37,MATH13,1.0,3.0,3.0,"43.705985547631826,-72.2890841770398"
,2013-05-15 22:22:46,MATH13,1.0,2.0,5.0,Unknown
,2013-05-10 07:54:04,LAT3,1.0,3.0,2.0,"43.707071574195425,-72.29069781817408"
,2013-05-07 06:01:13,CS65,2.0,1.0,9.0,"43.70629160569078,-72.28882086692587"
,2013-05-09 07:54:58,CS65,2.0,1.0,1.0,"43.707225360448696,-72.29078853358074"
,2013-05-15 04:03:05,LAT3,1.0,3.0,2.0,"43.7059528775494,-72.28796572137354"
,2013-05-17 21:42:10,MATH13,1.0,3.0,2.0,"43.70600375009001,-72.28871367120003"
,2013-05-20 23:31:37,LAT3,1.0,2.0,2.0,"43.70726994377907,-72.29067645819752"
,2013-05-23 19:02:24,LAT3,1.0,2.0,2.0,"43.70716117171132,-72.2907325334663"
