null,resp_time,course_id,due,experience,hours,location
"43.70634108,-72.2870727",2013-03-24 10:43:21,,,,,
1,2013-03-24 09:50:17,,,,,
1,2013-03-24 10:37:34,,,,,
1,2013-03-24 10:37:31,,,,,
1,2013-03-24 10:37:33,,,,,
,2013-03-31 00:40:01,cs 65,2.0,1.0,4.0,"43.70405331,-72.28579164"
,2013-03-28 20:37:19,japn33,2.0,2.0,2.0,"43.70655446,-72.28713909"
,2013-03-29 07:20:25,film 42,2.0,3.0,4.0,"43.70274374,-72.28756665"
,2013-03-29 19:02:18,cs65,2.0,1.0,1.0,"43.70754161,-72.28527106"
,2013-04-02 00:00:23,econ 24,1.0,1.0,3.0,"43.70413216,-72.28586105"
,2013-04-01 02:07:56,econ 24,1.0,1.0,3.0,"43.70389316,-72.28575202"
,2013-04-03 18:59:17,cs65,2.0,4.0,1.0,"43.70435602,-72.28669392"
,2013-04-01 20:52:36,cs65,2.0,1.0,4.0,"43.70413216,-72.28586105"
,2013-04-02 22:42:56,japn 33,1.0,3.0,2.0,"43.70388196,-72.28583882"
,2013-04-03 22:14:04,japn33,1.0,3.0,4.0,"43.70360692,-72.28575871"
,2013-04-08 18:52:22,cs65,1.0,1.0,5.0,"43.70586093,-72.28868897"
,2013-04-05 18:43:58,econ24,1.0,1.0,2.0,"43.70475035,-72.28638803"
,2013-04-08 18:52:04,econ24,1.0,1.0,5.0,"43.70586093,-72.28868897"
,2013-04-20 01:58:12,japn33,1.0,3.0,3.0,"43.70494158,-72.28811294"
,2013-04-20 01:58:40,econ24,1.0,1.0,4.0,"43.70494158,-72.28811294"
,2013-04-13 02:01:36,cs65,2.0,1.0,1.0,"43.7040426,-72.28552632"
,2013-04-18 00:43:04,cs65,2.0,1.0,3.0,"43.70400104,-72.28585139"
,2013-04-18 17:16:46,econ 24,1.0,1.0,2.0,"43.70424431,-72.28559775"
,2013-04-20 01:02:27,cs65,2.0,1.0,1.0,"43.70494158,-72.28811294"
