null,resp_time,course_id,due,experience,hours,location
1,2013-03-24 10:31:32,,,,,
2,2013-03-24 10:42:39,,,,,
,2013-03-30 02:07:47,cs65,2.0,1.0,3.0,"43.70645395,-72.28818327"
,2013-03-30 02:07:50,cs50,2.0,3.0,2.0,"43.70644884,-72.28820168"
ff,2013-03-24 10:28:01,,,,,
ggc,2013-03-24 10:03:50,,,,,
2,2013-03-24 10:19:48,,,,,
f,2013-03-24 09:49:06,,,,,
,2013-04-02 01:43:35,cs50,2.0,3.0,4.0,"43.70710471,-72.28730696"
,2013-03-27 19:11:23,cs65,2.0,3.0,2.0,"43.70582994,-72.28763412"
,2013-03-30 02:07:45,cs 65,2.0,1.0,5.0,"43.70647211,-72.28802604"
,2013-03-31 01:38:16,bio4,2.0,3.0,3.0,"43.70312458,-72.28787646"
,2013-04-01 03:13:17,cs65,2.0,3.0,6.0,"43.70243257,-72.28772434"
,2013-04-01 19:12:15,cs65,2.0,1.0,4.0,"43.70710471,-72.28730696"
,2013-04-03 00:01:47,bio4,2.0,3.0,2.0,"43.70679334,-72.28767766"
,2013-04-03 23:03:42,cs65,2.0,4.0,2.0,"43.70613435,-72.28844824"
,2013-04-04 02:07:09,cs50,2.0,3.0,7.0,"43.70168352,-72.28807511"
,2013-04-04 22:26:08,cs65,2.0,3.0,2.0,"43.70785919,-72.28512608"
,2013-04-05 01:30:51,bio4,2.0,1.0,3.0,"43.70173422,-72.28775943"
,2013-04-05 22:31:06,cs50,2.0,1.0,6.0,"43.70173422,-72.28775943"
,2013-04-09 00:49:50,cs65,1.0,3.0,4.0,"43.70238375,-72.28772441"
,2013-04-09 02:15:29,cs50,2.0,3.0,4.0,"43.70278942,-72.28658418"
,2013-04-10 00:33:07,bio4,2.0,5.0,1.0,"43.70278942,-72.28658418"
,2013-04-16 06:18:08,cs65,1.0,2.0,1.0,"43.7050225,-72.28939767"
,2013-04-16 06:18:37,cs50,2.0,3.0,7.0,"43.7050225,-72.28939767"
,2013-04-11 00:58:52,cs65,2.0,1.0,3.0,"43.70278942,-72.28658418"
,2013-04-11 05:09:26,cs50,2.0,3.0,6.0,"43.70278942,-72.28658418"
,2013-04-12 00:23:12,bio4,2.0,4.0,3.0,"43.70278942,-72.28658418"
,2013-04-13 06:21:38,cs50,2.0,4.0,6.0,"43.70278942,-72.28658418"
,2013-04-13 02:15:08,cs65,2.0,3.0,4.0,"43.70278942,-72.28658418"
,2013-04-14 00:05:52,cs50,2.0,1.0,6.0,"43.70278942,-72.28658418"
,2013-04-17 00:38:44,cs50,2.0,3.0,2.0,"43.7050225,-72.28939767"
,2013-04-18 04:30:27,cs50,2.0,3.0,4.0,"43.7050225,-72.28939767"
,2013-04-18 01:05:16,cs64,2.0,3.0,3.0,"43.7050225,-72.28939767"
,2013-04-19 22:03:56,cs50,2.0,3.0,1.0,"43.70665284,-72.28802865"
,2013-04-19 22:03:38,cs65,2.0,1.0,6.0,"43.70665284,-72.28802865"
,2013-04-22 01:55:54,cs65,1.0,1.0,1.0,"43.70405592,-72.28746765"
,2013-04-22 20:17:39,cs65,1.0,3.0,1.0,"43.70324408,-72.28961597"
,2013-04-23 22:50:05,bio4,2.0,1.0,1.0,"43.70324408,-72.28961597"
,2013-04-23 02:20:15,cs50,2.0,2.0,5.0,"43.70324408,-72.28961597"
,2013-04-25 02:01:24,cs50,2.0,1.0,10.0,"43.70324408,-72.28961597"
,2013-04-24 01:47:53,cs50,2.0,3.0,6.0,"43.70324408,-72.28961597"
