null,resp_time,course_id,due,experience,hours,location
"43.70630786,-72.28701242",2013-03-24 09:55:27,,,,,
"43.7040778,-72.28943831",2013-03-24 10:51:52,,,,,
2,2013-03-24 10:51:56,,,,,
1,2013-03-24 10:51:51,,,,,
2,2013-03-24 10:51:54,,,,,
,2013-03-27 07:22:45,film 51,2.0,3.0,1.0,"43.70690704,-72.28632015"
,2013-03-28 00:03:23,cs65,2.0,3.0,3.0,"43.70690704,-72.28632015"
,2013-03-29 00:01:33,cs6,2.0,1.0,2.0,"43.70704108,-72.28607855999999"
,2013-03-30 00:13:56,cs65,2.0,3.0,1.0,"43.70287094,-72.28989253"
,2013-04-02 22:21:09,film51,2.0,1.0,2.0,"43.70693078,-72.2855125"
,2013-04-01 20:19:20,cs65,1.0,3.0,1.0,"43.70682761,-72.28580473"
,2013-04-02 00:02:40,cs50,1.0,1.0,3.0,"43.70703814,-72.28709238"
,2013-04-03 19:18:31,cs65,2.0,1.0,3.0,"43.70699519,-72.2857657"
,2013-04-03 22:31:23,cs50,2.0,1.0,1.0,"43.70323136,-72.28785021"
,2013-04-04 20:12:45,film51,1.0,3.0,6.0,"43.70626833,-72.28858324"
,2013-04-04 21:40:09,cs65,2.0,1.0,1.0,"43.70577175,-72.28809302"
,2013-04-04 08:13:39,film51,2.0,1.0,3.0,"43.70716892,-72.28610704"
,2013-04-05 21:59:13,cs50,2.0,1.0,3.0,"43.70701786,-72.28610178"
,2013-04-05 19:21:44,cs65,2.0,1.0,2.0,"43.70701786,-72.28610178"
,2013-04-08 19:30:58,cs65,1.0,3.0,3.0,"43.70673487,-72.28562258"
,2013-04-09 02:58:59,cs50,1.0,1.0,12.0,"43.68326196,-72.28749992"
,2013-04-17 00:05:18,cs50,2.0,1.0,6.0,"43.70637595,-72.28640436"
,2013-04-10 00:45:45,cs50,2.0,1.0,2.0,"43.70307762,-72.28912529"
,2013-04-10 00:45:33,film51,1.0,3.0,3.0,"43.70307762,-72.28912529"
,2013-04-10 20:51:03,cs65,2.0,3.0,3.0,"43.70629212,-72.28804473"
,2013-04-11 21:01:04,cs65,2.0,3.0,1.0,"43.70300231,-72.28918281"
,2013-04-15 19:13:29,cs65,2.0,3.0,6.0,"43.70154751,-72.29133289"
,2013-04-11 04:15:36,film52,2.0,3.0,2.0,"43.70335463,-72.29031856"
,2013-04-11 04:16:17,cs50,2.0,3.0,2.0,"43.70335463,-72.29031856"
,2013-04-12 19:37:34,cs65,2.0,3.0,5.0,"43.70651205,-72.28555058"
,2013-04-11 21:01:20,film52,2.0,3.0,4.0,"43.70300231,-72.28918281"
,2013-04-12 21:48:27,cs50,2.0,3.0,6.0,"43.70646579,-72.28830733"
,2013-04-15 19:13:51,cs65,1.0,3.0,6.0,"43.70154751,-72.29133289"
,2013-04-16 03:18:31,cs50,2.0,1.0,7.0,"43.70154751,-72.29133289"
,2013-04-17 00:05:06,film51,1.0,1.0,6.0,"43.70637595,-72.28640436"
,2013-04-17 21:35:50,cs50,2.0,1.0,6.0,"43.70755427,-72.2855435"
,2013-04-17 19:23:36,cs65,2.0,3.0,2.0,"43.70755427,-72.2855435"
,2013-04-18 02:24:39,film51,2.0,1.0,2.0,"43.70226871,-72.29293538"
,2013-04-18 02:25:21,film51,2.0,1.0,2.0,"43.70226871,-72.29293538"
,2013-04-19 08:44:27,cs65,2.0,2.0,2.0,"43.70734975,-72.28629956"
,2013-04-19 19:43:21,cs65,2.0,3.0,5.0,"43.70710128,-72.28578159"
,2013-04-19 08:43:58,film51,1.0,3.0,5.0,"43.70734975,-72.28629956"
,2013-04-19 21:31:20,cs50,1.0,1.0,7.0,"43.70639664,-72.28857942"
,2013-04-26 05:54:07,film51,1.0,3.0,5.0,"43.70266033,-72.289756"
