null,resp_time,course_id,due,experience,hours,location
y,2013-03-24 10:44:50,,,,,
1,2013-03-24 09:52:17,,,,,
2,2013-03-24 10:44:48,,,,,
t,2013-03-24 10:44:52,,,,,
1,2013-03-24 10:44:47,,,,,
,2013-03-30 00:52:29,cs65,2.0,3.0,2.0,"43.70717366666667,-72.28912001666667"
,2013-03-29 00:52:27,cs65,2.0,3.0,1.0,"43.707074516666665,-72.28928456666667"
,2013-04-02 23:07:43,bio6,2.0,3.0,4.0,"43.70710476666667,-72.28895371666667"
,2013-04-02 00:27:02,cs65,1.0,3.0,4.0,"43.70705661666667,-72.2886937"
,2013-04-04 01:03:02,bio6,2.0,1.0,2.0,"43.70725126666667,-72.2890362"
,2013-04-03 21:39:23,cs50,2.0,3.0,1.0,"43.7069955,-72.28824085"
,2013-04-04 20:51:15,cs65,2.0,4.0,1.0,"43.70684966666666,-72.28838453333333"
,2013-04-04 19:51:02,bio6,2.0,3.0,1.0,"43.70684966666666,-72.28838453333333"
,2013-04-05 21:38:21,cs50,2.0,1.0,1.0,"43.70726605,-72.28919321666666"
,2013-04-05 19:04:47,cs65,2.0,4.0,1.0,"43.70726605,-72.28919321666666"
,2013-04-09 20:57:17,bio6,2.0,3.0,1.0,"43.7087634,-72.28434623333334"
,2013-04-10 21:40:34,cs50,2.0,4.0,12.0,"43.7030312,-72.28956423333334"
,2013-04-11 20:51:24,cs65,2.0,5.0,3.0,"43.7072184,-72.28903266666667"
,2013-04-11 20:01:01,bio6,2.0,3.0,1.0,"43.7072184,-72.28903266666667"
,2013-04-12 21:39:41,cs50,2.0,5.0,1.0,"43.70716755,-72.2888156"
,2013-04-15 21:36:47,cs50,2.0,5.0,1.0,"43.7070616,-72.28927448333333"
,2013-04-16 19:54:31,bio6,2.0,3.0,1.0,"43.70789865,-72.28546113333333"
,2013-04-18 19:49:25,bio6,2.0,3.0,1.0,"43.70714775,-72.28904961666667"
,2013-04-18 20:51:18,cs65,2.0,1.0,12.0,"43.70714775,-72.28904961666667"
,2013-04-26 20:04:07,cs65,2.0,5.0,4.0,"43.7035929,-72.29015891666667"
