null,resp_time,course_id,due,experience,hours,location
1,2013-03-24 10:41:48,,,,,
1,2013-03-24 09:51:04,,,,,
Unknown,2013-03-24 10:08:00,,,,,
1,2013-03-24 10:16:21,,,,,
,2013-03-31 00:48:17,cs65,2.0,1.0,3.0,"43.70315377,-72.28626052"
,2013-03-27 04:40:56,cs91,2.0,1.0,5.0,"43.70200674,-72.28525688"
,2013-03-29 04:01:57,cs99,2.0,1.0,3.0,"43.70437389,-72.28688493"
,2013-03-29 19:02:29,cs65,2.0,3.0,3.0,"43.70414142,-72.28932127"
,2013-03-30 01:29:09,cs65,2.0,3.0,2.0,"43.70522558,-72.29116765"
,2013-04-02 02:17:19,cs65,1.0,1.0,4.0,"43.7058173,-72.29660835"
,2013-04-03 19:17:40,cs65,2.0,1.0,3.0,"43.70620355,-72.28887883"
,2013-04-03 22:55:33,cs65,2.0,1.0,3.0,"43.70321906,-72.28981496"
,2013-04-04 21:09:08,cs65,2.0,3.0,3.0,"43.70333552,-72.28845129"
,2013-04-05 19:19:32,cs65,2.0,3.0,3.0,"43.70410935,-72.28983199"
,2013-04-05 22:49:31,cs65,2.0,3.0,3.0,"43.70472132,-72.28861869"
,2013-04-05 22:50:09,cs65,2.0,3.0,3.0,"43.70472132,-72.28861869"
,2013-04-09 02:34:24,cs65,1.0,1.0,9.0,"43.70575201,-72.29596181"
,2013-04-10 04:14:20,cs65,2.0,1.0,1.0,"43.70493208,-72.28856946"
,2013-04-11 20:48:46,cs65,2.0,1.0,1.0,"43.70417131,-72.28591047"
,2013-04-11 05:40:56,cs65,2.0,3.0,2.0,"43.70493208,-72.28856946"
,2013-04-12 01:33:29,cs65,2.0,1.0,2.0,"43.70417131,-72.28591047"
,2013-04-18 23:26:55,cs65,2.0,1.0,2.0,"43.70546857,-72.28752275"
,2013-04-13 00:48:19,cs65,2.0,1.0,2.0,"43.7041984,-72.28652356"
,2013-04-16 02:50:39,cs65,1.0,1.0,2.0,"43.70596983,-72.29501146"
,2013-04-22 05:44:14,cs65,2.0,1.0,1.0,"43.702712149999996,-72.28760414"
,2013-04-24 00:02:01,cs65,1.0,1.0,12.0,"43.70431008,-72.28573285"
