null,resp_time,course_id,due,experience,hours,location
2,2013-03-24 10:42:45,,,,,
"43.70523672,-72.28864567",2013-03-24 10:42:48,,,,,
1,2013-03-24 10:42:47,,,,,
gxhxh,2013-03-24 10:42:50,,,,,
1,2013-03-24 10:42:44,,,,,
,2013-03-27 20:04:34,"CS65
",2.0,3.0,1.0,"43.70282146,-72.29016985"
,2013-03-28 23:30:47,CS 65,2.0,3.0,5.0,"43.70535842,-72.28724963"
,2013-03-29 22:01:28,cs 65,2.0,3.0,5.0,"43.70724486,-72.28721651"
,2013-03-31 00:00:45,cs 27,2.0,1.0,3.0,"43.70708361,-72.29096924"
,2013-04-02 03:04:50,cs 27,1.0,4.0,4.0,"43.70358976,-72.29054215"
,2013-04-03 19:43:56,CS 65,2.0,3.0,3.0,"43.70450379,-72.28884561"
,2013-04-04 22:00:48,CS65,2.0,3.0,4.0,"43.70393687,-72.29111144"
,2013-04-05 22:20:47,CS 65,2.0,3.0,4.0,Unknown
,2013-04-08 21:19:07,CS65,1.0,3.0,6.0,"43.70411779,-72.28816375"
,2013-04-09 04:01:20,CS27,1.0,4.0,6.0,"43.70592306,-72.28973692"
,2013-04-13 00:00:37,CS65,2.0,3.0,4.0,"43.70364199,-72.29076278"
,2013-04-11 01:37:42,CS65,2.0,3.0,3.0,"43.70474513,-72.28856577"
,2013-04-16 02:39:12,cs27,1.0,4.0,1.0,"43.70346314,-72.29066114"
,2013-04-12 02:28:58,CS65,2.0,3.0,4.0,"43.70673215,-72.28793418"
,2013-04-12 02:28:58,CS27,1.0,1.0,6.0,"43.70687381,-72.28768281"
,2013-04-16 02:38:39,"CS65
",1.0,3.0,12.0,"43.70346314,-72.29066114"
,2013-04-18 02:34:42,CS65,2.0,3.0,1.0,"43.70692473,-72.28664094"
,2013-04-20 16:46:52,CS65,2.0,1.0,5.0,"43.70381863,-72.2910568"
,2013-04-23 16:18:11,CS27,2.0,4.0,6.0,"43.70373954,-72.29185672"
,2013-04-24 02:23:17,wild edibles pe class,2.0,2.0,1.0,"43.70373225,-72.29023983"
,2013-04-23 16:17:30,CS65,1.0,1.0,12.0,"43.70374144,-72.29182531"
,2013-04-26 20:05:34,CS65,2.0,5.0,6.0,"43.70381392,-72.29084126"
,2013-04-30 00:00:39,CS65,1.0,1.0,12.0,"43.70688467,-72.28732802"
,2013-05-02 01:40:52,CS65,2.0,1.0,1.0,"43.70545477,-72.28953205"
,2013-05-07 16:12:48,CS65,2.0,1.0,7.0,"43.70534496,-72.29049134"
,2013-05-04 00:42:16,CS65,2.0,1.0,1.0,"43.70376968,-72.29023129"
,2013-05-07 16:13:14,CS27,1.0,1.0,5.0,"43.70534496,-72.29049134"
,2013-05-21 02:46:33,CS27,2.0,1.0,12.0,Unknown
