null,resp_time,course_id,due,experience,hours,location
4,2013-03-24 10:49:00,,,,,
,2013-03-30 00:05:17,m&S's 45,2.0,3.0,1.0,"43.70588361,-72.29057766"
3,2013-03-24 09:49:34,,,,,
"43.70636949,-72.28817596",2013-03-24 10:48:58,,,,,
1,2013-03-24 10:53:24,,,,,
vh,2013-03-24 10:53:23,,,,,
hhh,2013-03-24 10:48:57,,,,,
1,2013-03-24 10:53:26,,,,,
2,2013-03-24 10:48:55,,,,,
,2013-04-03 20:13:31,math 22,2.0,1.0,1.0,"43.7064761,-72.29088936"
4,2013-03-24 10:53:28,,,,,
,2013-03-29 21:02:00,math 22,2.0,4.0,1.0,"43.70633345,-72.29084334"
,2013-03-29 00:39:15,math 22,2.0,1.0,1.0,"43.632408,-72.31682454"
,2013-03-29 00:39:17,CS 60,2.0,1.0,1.0,"43.70581146,-72.29026137"
,2013-04-02 21:12:46,math 22,2.0,4.0,1.0,"43.70677201,-72.29138349"
,2013-04-01 20:21:56,math ,1.0,1.0,4.0,"43.70887046,-72.28422588"
,2013-04-01 19:05:23,cs65,1.0,2.0,3.0,"43.7088764,-72.28421944"
,2013-04-02 01:25:54,M&SS 45,1.0,4.0,2.0,"43.70540107,-72.29128943"
,2013-04-08 19:05:29,cs65,1.0,1.0,1.0,"43.70613935,-72.29098339"
,2013-04-05 20:12:33,cs65,2.0,1.0,1.0,"43.70610429,-72.29075771"
,2013-04-05 22:57:51,cs60,2.0,5.0,1.0,"43.70698178,-72.28714864"
,2013-04-05 20:12:51,math22,2.0,3.0,2.0,"43.70610429,-72.29075771"
,2013-04-08 20:27:04,math22,1.0,4.0,6.0,"43.70613935,-72.29098339"
,2013-04-09 01:14:41,cs60,1.0,2.0,9.0,"43.70615324,-72.29155002"
,2013-04-09 01:14:48,math 22,2.0,4.0,1.0,"43.70615324,-72.29155002"
,2013-04-10 00:00:14,math22,2.0,4.0,1.0,"43.70622719,-72.29042601"
,2013-04-12 20:52:42,math22,2.0,1.0,4.0,"43.706227,-72.29104106"
,2013-04-12 19:08:33,CS65,2.0,1.0,1.0,"43.70597871,-72.28908972"
,2013-04-18 00:20:58,m&ss45,2.0,4.0,1.0,Unknown
,2013-04-20 01:21:06,math 22,2.0,3.0,1.0,"43.70768728,-72.28472492"
