null,resp_time,course_id,due,experience,hours,location
"43.70643224,-72.28718618",2013-03-24 09:55:35,,,,,
"43.70643224,-72.28718618",2013-03-24 10:42:58,,,,,
3,2013-03-24 10:37:42,,,,,
,2013-04-02 02:16:23,cs65,1.0,3.0,2.0,"43.44242939,-72.06891831"
6,2013-03-24 10:37:33,,,,,
3,2013-03-24 10:37:44,,,,,
,2013-03-28 00:10:45,English 28,1.0,3.0,2.0,"43.70105953,-72.28570525"
,2013-03-29 01:48:41,computer science 65,2.0,3.0,2.0,"43.70909673,-72.28432992"
,2013-03-30 00:14:06,cs65,2.0,3.0,3.0,"43.70042959,-72.2867107"
,2013-03-31 00:58:44,no class today,2.0,1.0,1.0,"43.70256973,-72.28784525"
,2013-04-02 23:31:57,cs65 section,2.0,2.0,2.0,"43.70065679,-72.28685874"
,2013-04-03 23:14:39,English 28,2.0,3.0,2.0,"43.70112268,-72.28657241"
,2013-04-03 22:12:10,nas8,1.0,4.0,1.0,"43.7078117,-72.28487208"
,2013-04-04 21:05:05,cs 65,2.0,3.0,2.0,"43.70866672,-72.28394883"
,2013-04-04 19:41:41,English 28,1.0,3.0,2.0,"43.70866672,-72.28394883"
,2013-04-05 18:55:17,English 28,1.0,3.0,2.0,Unknown
,2013-04-05 23:42:24,nas8,2.0,3.0,1.0,Unknown
,2013-04-09 02:16:33,nas8,2.0,1.0,1.0,"43.70309694,-72.28992457"
,2013-04-10 18:44:30,English 28,1.0,3.0,2.0,Unknown
,2013-04-11 01:54:12,cs65,2.0,1.0,2.0,Unknown
,2013-04-12 01:32:20,cs65,2.0,2.0,2.0,"43.70902013,-72.28426928"
,2013-04-13 01:03:38,nas8,2.0,4.0,1.0,"43.70615155,-72.28799023"
,2013-04-16 02:11:00,nas8,2.0,3.0,1.0,"43.70609873,-72.28690685"
