null,resp_time,course_id,due,experience,hours,location
1,2013-03-24 10:47:13,,,,,
gv,2013-03-24 10:47:15,,,,,
2,2013-03-24 09:49:32,,,,,
fd,2013-03-24 10:47:11,,,,,
2,2013-03-24 10:47:10,,,,,
,2013-04-03 22:21:59,cs189,2.0,2.0,4.0,"43.70972726,-72.28442696"
,2013-03-28 01:46:16,cs65,2.0,2.0,3.0,"43.68056536,-72.29343173"
,2013-03-29 00:00:37,cs77,2.0,1.0,2.0,"43.68060986,-72.29350695"
,2013-04-02 01:54:52,cs65,2.0,1.0,3.0,Unknown
,2013-04-04 22:01:19,cs77,2.0,3.0,3.0,"43.70544521,-72.28666208"
,2013-04-06 22:44:54,cs65,2.0,5.0,1.0,"43.68076836,-72.29354168"
,2013-04-11 00:02:41,cs77,2.0,4.0,11.0,"43.70752443,-72.28535807"
,2013-04-12 00:16:58,cs77,2.0,2.0,11.0,"43.70704622,-72.28681936"
