null,resp_time,course_id,due,experience,hours,location
"43.75926962,-72.32909769",2013-03-24 08:34:42,,,,,
,2013-03-24 08:40:48,,,,,
,2013-04-01 01:25:48,,2.0,1.0,1.0,"43.76243366,-72.32615434"
,2013-03-26 04:26:33,"cs65
",2.0,3.0,1.0,"43.70544533,-72.28679012"
,2013-03-27 04:07:51,,1.0,1.0,1.0,"43.75932116,-72.32890406"
,2013-03-28 22:19:40,cs65,2.0,2.0,1.0,"43.70033175,-72.28949659"
,2013-03-28 00:10:26,c65,2.0,3.0,2.0,"43.70465788,-72.2887224"
,2013-03-29 00:26:11,cs65,2.0,3.0,2.0,"43.70688502,-72.28755706"
,2013-03-29 19:02:07,cs65,2.0,3.0,1.0,"43.70777831,-72.28510534"
,2013-03-30 00:06:02,cs66,2.0,3.0,3.0,"43.70587194,-72.28717655"
,2013-04-02 22:01:47,"cs65
",2.0,3.0,3.0,Unknown
,2013-04-01 23:06:11,cs65,1.0,2.0,4.0,"43.70534371,-72.28812527"
,2013-04-04 22:44:55,cs65,2.0,3.0,7.0,"43.70708859,-72.28753397"
,2013-04-05 23:03:48,"econ 112

",2.0,3.0,6.0,"43.70708859,-72.28753397"
,2013-04-05 20:37:21,"cs65
",1.0,2.0,6.0,"43.70708859,-72.28753397"
,2013-04-08 10:25:12,cs65,2.0,3.0,7.0,"43.75927189,-72.32919082"
,2013-04-10 00:02:58,cs65,1.0,3.0,7.0,"43.70664656,-72.28802135"
,2013-04-18 18:54:01,cs65,2.0,3.0,5.0,"43.70564911,-72.28828499"
,2013-04-12 00:00:38,"cs65
",2.0,3.0,7.0,"43.70112711,-72.28654942"
,2013-04-14 00:05:27,cs65,1.0,2.0,6.0,Unknown
,2013-04-16 00:01:29,cs65,1.0,1.0,9.0,"43.70527272,-72.28801274"
,2013-04-20 01:00:50,cs65,1.0,3.0,7.0,"43.17964043,-71.53319806"
,2013-04-24 02:05:56,cs65,2.0,4.0,7.0,"43.7066689,-72.28741879"
,2013-04-26 20:40:35,cs65,2.0,3.0,11.0,"43.70188823,-72.28930991"
