null,resp_time,course_id,due,experience,hours,location
1,2013-03-24 10:45:10,,,,,
1,2013-03-24 10:45:10,,,,,
7,2013-03-24 09:46:55,,,,,
1,2013-03-24 10:45:12,,,,,
vvcc,2013-03-24 10:45:25,,,,,
"43.70472914,-72.28856495",2013-03-24 10:45:08,,,,,
,2013-04-03 22:09:21,CS50,2.0,4.0,1.0,"43.70675529,-72.28728531"
,2013-04-01 21:50:26,CS50,1.0,3.0,4.0,"43.7044068,-72.28971584"
,2013-04-03 18:01:42,ECON36,2.0,1.0,3.0,"43.70509059,-72.29282176"
,2013-04-01 20:19:56,CS65,1.0,3.0,5.0,"43.7044068,-72.28971584"
,2013-04-03 19:47:13,CS65,2.0,2.0,6.0,"43.70509059,-72.29282176"
,2013-04-05 22:01:28,CS50,2.0,3.0,3.0,"43.70600821,-72.28803551"
,2013-04-05 18:47:47,CS65,2.0,3.0,1.0,"43.70744948,-72.28545819"
,2013-04-05 18:47:28,ECON36,2.0,1.0,1.0,"43.70744948,-72.28545819"
,2013-04-09 00:01:28,CS65,1.0,3.0,4.0,"43.7038898,-72.287724"
,2013-04-09 00:01:28,ECON37,2.0,2.0,4.0,"43.7038898,-72.287724"
,2013-04-12 20:26:37,CS65,2.0,4.0,2.0,"43.70450188,-72.2971835"
,2013-04-12 20:26:51,ECON36,2.0,3.0,3.0,"43.70450188,-72.2971835"
,2013-04-18 00:01:30,CS50,2.0,4.0,12.0,"43.70586884,-72.28784833"
