null,resp_time,course_id,due,experience,hours,location
t,2013-03-24 09:46:28,,,,,
3,2013-03-24 10:48:49,,,,,
3,2013-03-24 10:48:51,,,,,
Unknown,2013-03-24 10:48:52,,,,,
4,2013-03-24 10:48:47,,,,,
,2013-03-29 21:39:08,"SPAN
2",2.0,1.0,2.0,"43.7039835,-72.28589738"
,2013-03-29 21:38:36,Cs50,2.0,1.0,3.0,"43.7039835,-72.28589738"
,2013-03-29 21:41:02,CS50,2.0,1.0,1.0,"43.7039835,-72.28589738"
,2013-04-10 01:40:55,CS50,2.0,4.0,1.0,Unknown
,2013-04-12 00:31:09,CS65,2.0,1.0,3.0,"43.70525445,-72.2884545"
,2013-04-11 00:51:06,SPAN2,2.0,3.0,1.0,"43.70367091,-72.28590427"
,2013-04-20 01:14:10,CS65,2.0,1.0,3.0,Unknown
