null,resp_time,course_id,due,experience,hours,location
tf,2013-03-24 10:42:55,,,,,
"43.70634639,-72.28704811",2013-03-24 10:42:51,,,,,
5,2013-03-24 10:44:00,,,,,
"43.70633795,-72.28708513",2013-03-24 10:42:53,,,,,
"43.70633795,-72.28708513",2013-03-24 10:42:56,,,,,
,2013-03-30 00:19:48,cs65,1.0,3.0,2.0,"43.70738006,-72.28908542"
,2013-03-27 04:49:03,Tuck 3,2.0,1.0,1.0,"43.70727405,-72.28860059"
,2013-03-29 00:11:22,tuck 3,2.0,1.0,2.0,"43.70736033,-72.2891458"
,2013-03-28 00:58:33,cs65,2.0,3.0,2.0,"43.70750471,-72.28915323"
,2013-03-30 08:09:14,Chinese 33,1.0,1.0,2.0,"43.70741795,-72.28914941"
,2013-03-30 08:10:19,cs89,2.0,4.0,1.0,"43.70741061,-72.28914251"
,2013-04-03 22:18:50,cs65,2.0,3.0,3.0,"43.70664761,-72.2878935"
,2013-04-05 18:13:10,chin33,1.0,1.0,4.0,"43.70605791,-72.28694024"
,2013-04-09 00:52:23,cs65,2.0,1.0,3.0,"43.70727926,-72.28900758"
,2013-04-11 20:07:51,chin33,1.0,1.0,3.0,"43.70730854,-72.287476"
,2013-04-11 03:19:07,cs65,2.0,3.0,1.0,"43.70146647,-72.28826534"
,2013-04-11 20:08:02,cs65,2.0,3.0,1.0,"43.70730854,-72.287476"
,2013-04-09 23:54:57,tuck3,2.0,3.0,3.0,"43.70740011,-72.28899929"
,2013-04-09 23:55:18,chin33,2.0,1.0,1.0,"43.70743215,-72.28912504"
,2013-04-10 00:48:08,tuck3,2.0,1.0,1.0,"43.70738991,-72.28912614"
,2013-04-11 03:18:41,cs65,2.0,3.0,1.0,"43.70146647,-72.28826534"
,2013-04-12 00:27:44,tuck 3,2.0,4.0,2.0,"43.70730854,-72.287476"
,2013-04-20 02:24:29,chin33,1.0,4.0,3.0,"43.70724964,-72.28892471"
,2013-04-13 05:50:13,cs89,1.0,3.0,10.0,"43.70728105,-72.2890411"
,2013-04-19 03:24:59,chin 33,1.0,1.0,3.0,"43.70264346,-72.28707"
,2013-04-19 03:25:00,tuck 3,1.0,4.0,4.0,"43.70264346,-72.28707"
,2013-04-19 03:25:00,cs65,2.0,1.0,1.0,"43.70264346,-72.28707"
,2013-04-20 02:23:01,cs89,2.0,3.0,1.0,"43.70264346,-72.28707"
,2013-04-20 02:22:40,cs65,2.0,1.0,1.0,"43.70264346,-72.28707"
,2013-04-24 03:34:22,chin33,2.0,1.0,1.0,"43.70686672,-72.28679184"
