null,resp_time,course_id,due,experience,hours,location
ffgg,2013-03-24 09:48:02,,,,,
2,2013-03-24 11:04:23,,,,,
1,2013-03-24 11:04:25,,,,,
yccgc,2013-03-24 11:04:29,,,,,
1,2013-03-24 11:04:27,,,,,
,2013-03-27 03:15:09,rel 038,1.0,2.0,1.0,Unknown
,2013-03-27 03:15:28,chin 62,2.0,2.0,1.0,Unknown
,2013-03-28 21:19:05,cs 65,2.0,3.0,1.0,"43.70582719,-72.28937924"
,2013-03-27 21:08:26,cs 89,2.0,1.0,1.0,"43.70227295,-72.28989198"
,2013-03-27 21:08:13,cs 65,2.0,3.0,1.0,"43.70227295,-72.28989198"
,2013-03-29 00:09:56,chin 62,2.0,1.0,2.0,"43.70582719,-72.28937924"
,2013-03-29 21:05:05,cs89,2.0,1.0,1.0,"43.70350954,-72.28608081"
,2013-03-29 21:04:57,cs65,2.0,1.0,1.0,"43.70350954,-72.28608081"
,2013-04-03 20:20:55,cs89,2.0,1.0,1.0,"43.70644629,-72.28641042"
,2013-04-03 02:31:12,chin 62,2.0,3.0,1.0,"43.70237031,-72.28787598"
,2013-03-31 00:06:58,no class today,2.0,1.0,1.0,"43.70350954,-72.28608081"
,2013-04-01 00:05:09,no class,2.0,1.0,1.0,"43.70316589,-72.2862713"
,2013-04-03 03:26:04,cs65 section,2.0,1.0,1.0,"43.70237031,-72.28787598"
,2013-04-02 22:13:09,cs 50 ta,2.0,1.0,3.0,"43.7029938,-72.28634884"
,2013-04-01 20:29:22,cs 89,2.0,3.0,1.0,"43.70516598,-72.29089148"
,2013-04-01 20:29:41,cs 65,2.0,3.0,1.0,"43.70538133,-72.29099059"
,2013-04-03 20:20:45,cs65,2.0,3.0,2.0,"43.70644629,-72.28641042"
,2013-04-05 02:11:47,chin 62,2.0,1.0,1.0,"43.70342734,-72.28638739"
,2013-04-06 01:33:33,cs 65,2.0,3.0,2.0,"43.70410077,-72.28719868"
,2013-04-06 01:33:48,cs 89,2.0,1.0,1.0,"43.70410077,-72.28719868"
,2013-04-09 09:35:26,cs 89,2.0,1.0,5.0,"43.70364811,-72.28649081"
,2013-04-09 09:35:11,cs 65,1.0,1.0,5.0,"43.70364811,-72.28649081"
,2013-04-10 19:15:57,cs65,2.0,1.0,1.0,"43.70370174,-72.28680811"
,2013-04-10 10:33:26,chin 62,1.0,1.0,4.0,"43.70731779,-72.2868045"
,2013-04-11 03:37:41,cs 89,2.0,1.0,4.0,"43.70370174,-72.28680811"
,2013-04-11 03:37:42,cs 65,2.0,1.0,2.0,"43.70370174,-72.28680811"
,2013-04-12 02:20:01,chin 62,2.0,1.0,2.0,"43.70314121,-72.28659035"
,2013-04-13 01:56:48,cs 89,1.0,1.0,6.0,"43.70385469,-72.28643647"
,2013-04-13 01:56:37,cs 65,2.0,1.0,1.0,"43.70385469,-72.28643647"
,2013-04-16 04:12:27,cs 89,2.0,1.0,1.0,"43.70396504,-72.28927469"
,2013-04-17 01:56:03,chin 62,1.0,1.0,1.0,"43.70341363,-72.2866024"
,2013-04-18 06:05:32,cs 89,2.0,1.0,5.0,"43.70430223,-72.29046297"
,2013-04-18 06:05:21,cs 65,2.0,1.0,1.0,"43.70430223,-72.29046297"
,2013-04-19 02:04:43,cs 65,2.0,1.0,1.0,"43.70566291,-72.2881436"
,2013-04-19 02:04:51,chin 62,2.0,1.0,4.0,"43.70566291,-72.2881436"
,2013-04-26 07:14:36,chin 062,2.0,3.0,1.0,"43.70277439,-72.28880163"
,2013-04-23 06:28:49,cs 89,1.0,1.0,12.0,"43.7052687,-72.28811786"
,2013-04-23 06:28:34,cs 65,1.0,3.0,12.0,"43.7052687,-72.28811786"
,2013-04-27 00:29:21,cs 65,2.0,1.0,4.0,"43.70295661,-72.28995533"
,2013-04-27 00:29:36,cs 89,2.0,4.0,1.0,"43.70295661,-72.28995533"
,2013-05-01 21:57:14,cs 89,2.0,1.0,1.0,"43.70708811,-72.28767562"
,2013-05-01 09:16:13,chin 62,1.0,3.0,4.0,"43.70708811,-72.28767562"
,2013-05-07 03:51:11,cs 89,2.0,1.0,1.0,"43.7049437,-72.28880281"
,2013-05-05 09:19:12,cs 89,2.0,5.0,1.0,"43.7037094,-72.28660102"
,2013-05-23 13:38:38,cs 89,1.0,5.0,12.0,"43.70447785,-72.29155849"
