null,resp_time,course_id,due,experience,hours,location
g,2013-03-24 10:46:26,,,,,
you,2013-03-24 09:56:12,,,,,
r,2013-03-24 10:37:13,,,,,
1,2013-03-24 10:37:15,,,,,
1,2013-03-24 10:37:17,,,,,
,2013-04-03 22:04:37,Engs 25,1.0,3.0,4.0,"43.70411023,-72.29547697"
,2013-03-31 00:08:18,Cs65,2.0,1.0,2.0,"41.55278028,-73.04076922"
,2013-04-02 22:11:45,Math 23,2.0,4.0,1.0,"43.70393297,-72.29575493"
,2013-04-05 22:01:44,Math 23,1.0,5.0,6.0,"43.70607312,-72.28941569"
,2013-04-09 00:06:31,Engs 25,2.0,1.0,1.0,"43.56805313,-72.15149639"
,2013-04-18 20:44:43,Cs65 ,2.0,1.0,2.0,"43.70415015,-72.29367693"
,2013-04-13 00:01:07,Engs 25,1.0,4.0,7.0,"43.70504539,-72.29474758"
,2013-04-24 00:08:25,Math 23,2.0,4.0,1.0,"43.70517873,-72.28933996"
