null,resp_time,course_id,due,experience,hours,location
1.0,2013-03-24 10:45:07,,,,,
1.0,2013-03-24 10:45:05,,,,,
1.0,2013-03-24 10:45:08,,,,,
2.0,2013-03-24 09:51:53,,,,,
1.0,2013-03-24 10:46:57,,,,,
,2013-03-27 04:00:54,cs77,2.0,3.0,1.0,"43.70728013,-72.29334991"
,2013-03-28 00:00:52,cs65,1.0,3.0,3.0,"43.70834437,-72.28451848"
,2013-03-29 00:00:56,cs77,2.0,1.0,4.0,"43.70645754,-72.28704395"
,2013-03-30 00:05:50,cs65,2.0,3.0,2.0,"43.70615034,-72.29157989"
,2013-04-02 00:01:28,cs64,2.0,1.0,4.0,"43.70662942,-72.29294684"
,2013-04-02 23:02:41,cs77,1.0,3.0,3.0,"43.70704982,-72.29255631"
,2013-04-05 22:14:07,cs 65,2.0,1.0,2.0,"43.70509383,-72.2895205"
,2013-04-05 20:44:21,cs65,2.0,1.0,2.0,"43.70499743,-72.29064046"
,2013-04-10 03:00:50,vs 77,2.0,3.0,4.0,"43.70624602,-72.28677483"
,2013-04-11 09:25:06,cs 65,2.0,1.0,5.0,"43.7070965,-72.29306421"
,2013-04-11 21:33:12,cs 65,2.0,3.0,3.0,"43.70686475,-72.28624548"
,2013-04-12 00:03:07,cs 77,2.0,2.0,6.0,"43.70686475,-72.28624548"
,2013-04-13 06:13:16,cs 65,2.0,1.0,3.0,"43.70708361,-72.29304453"
,2013-04-16 00:52:45,cs 65,1.0,3.0,12.0,"43.70306878,-72.28954152"
,2013-04-17 08:05:17,cs77,1.0,3.0,12.0,"43.70726923,-72.29346896"
,2013-04-18 00:02:03,cs 65,2.0,1.0,4.0,"43.70605802,-72.28864087"
,2013-04-24 00:55:59,cs 77,2.0,2.0,1.0,"43.70729603,-72.29327299"
,2013-05-10 18:50:53,cs 65,1.0,3.0,7.0,"43.70766743,-72.28599728"
